Pays,Année,code_pays,Croiss_PIB/pers/an(%),Frais_prop_intellectuelle_$,Com_informatique(%),Impor_de_biens_$,Importations_biens_services_$,services_dImportations_$,Services de voyage(%),Invest_étranger_direct_$,Import_biens_services_et_rev_ primaires_$,Services_transport(%),Impor_biens_services_croiss_an(%),Encours_dette_extérieure(% du RNB),Dép_éducation(% du RNB) ,Consommation de capital fixe (% du RNB),Taux_scolarisation_primaire(% ), Enfants_non_scolarisés(% garçons),Import_energie(%),Terres_agricoles(km²)Pop Urbaine,Émission_CO2_résidentiels_ et_services_commerciaux(%),Pop_agglo_urb(+1 million/hab),Densi_pop(hab/km²),pop_grande_ville(%),Croiss_pop_urb/an(%),Pop_urb,Ratio_réserves_liquidités_bancaires(%),Taux_intérêt_dépôts(%),Inflation_prix_conso(%/an),Distri_auto_(DAB/100ml),Risk_décès_maternel(%),Abo_bande_fixe, Abo_tél_fixe, Expo_hi_tech(%prod_manuf),Trans_aérien_fret(millions de tonnes-km) ,Indice_connec_trans_maritimes,Lignes_ferroviaires(km_total), Revenus_détenus_20%,Impor_services_commerciaux($),Impor_prod_alimentaires(%impor_marchandises),Commerce_marchandises(%_PIB),Dette_administration_total(%_PIB),Salariés_total(%),Travailleurs_indé(%),Pop_réfugiée,Chômage_éduc_sup(%_femmes) ,jeunes_sans_études_emploi(%)
Lebanon,2011,LBN,-3.95996212215854,40173765.91,35.4077384587242,18856749194.47,31005961948.8031,12149212754.3331,34.6463518872755,-2200405138.59,32895857628.1031,20.185404714617,-3.03352295083815,125.137775668255,1.43,18.5212637377787,..,..,96.7606187291497,6510,3.67567567567568,2035818,508.506549364614,44.7340404844101,5.07570882427617,4550937,..,5.88416666666667,4.97148571692381,34.4,0.0540189098575993,402329,855000,2.95056491721251,47.699,35.6222841519,..,12.7,12128970091.4391,15.4390501936215,66.1555255083281,..,65.4100036621094,40.5800018310547,15004,..,..
Morocco,2011,MAR,3.83524524559711,41349877.4913547,35.6207559531494,37333019633.1331,45907434598.3702,8574414965.23704,15.8965736533166,-2273339953.13492,48763626006.4242,38.8136862972623,9.07517861780801,30.0700563857668,5.2,10.549837226151,93.68978,5.19266986846924,90.4826115130109,301038,11.142061281337,7123091,73.4525207259691,18.0997692088306,2.31228851612124,19203941,4.07229576602954,3.75666666666667,0.906924909691796,21.35,0.22894287064132,595207,3566076,..,40.9843170717889,44.9489728503,2109,..,6712503456.28159,12.6362660609577,65.034715935211,55.6277203238232,45.8600006103516,50.0400009155273,2305,..,..
Malta,2011,MLT,0.0422716045280538,597234766.653109,39.8015648781454,5639000571.91939,15025181387.9942,9386180677.4565,3.55354742105287,-12184948810.8851,29403484499.7666,5.40452246213131,3.79265832923723,..,7.86,13.8929584532877,99.17215,..,99.200490744903,103.3,3.50194552529183,..,1300.8375,..,0.497049557832315,391879,..,..,2.96298528192878,55.26,0.0106025122562543,128678,232203,47.4128665783735,6.352,36.875025599,..,13.5,9364739831.27573,9.29695080203553,110.790460950395,..,86.4000015258789,17.5699996948242,5,2.21000003814697,10.1800003051758
Mongolia,2011,MNG,15.1546246679617,4656009.72021121,28.6716972238659,6725153314.92514,8094296434.03588,1369143119.11074,28.9416472528035,-4476599426.58433,9380684304.55826,36.7389684533268,49.5378014875448,100.810668618389,4.17,6.60519336014654,98.0403,..,-338.603937449447,1141878,9.36497754971135,1181177,1.77900371570381,62.7345287754844,2.42243285999432,1882818,31.975826878788,10.474210650715,8.41121495327101,31.46,0.174168969674179,94052,187561,..,7.14949812767493,..,1815,12,1354832108.00103,..,109.665916520104,..,44.2200012207031,58.2900009155273,1982,4.57000017166138,16.5400009155273
European Union,2012,EUU,-0.852714434403552,114511963509.297,47.3368293137402,4728063710056.23,6156760644125.25,1428694418421.39,19.8502533811541,..,7654674655234.88,21.8755189575387,-0.924444210309588,..,4.81874891221265,17.4621825359792,97.99058,1.4753600358963,53.0080117340948,1675265.1,16.3441419063947,..,110.47774993427,15.6508292194953,0.405696356219011,323794326,..,..,2.66284165508017,73.01,0.00970602512883242,124201793,189549901,16.4161733938544,27174.3444145666,..,..,..,1422483691126.97,9.24136632910641,71.7594307807113,..,83.0610541574721,20.3898482881215,73458,9.45905928625269,13.0774076193715
Albania,2012,ALB,1.58487281451019,23362460.0492866,27.9005318892542,3981753338.69467,5852333729.10091,1870592892.85239,68.6350621305286,-834803023.050095,6185327535.83757,17.6003547586942,-6.69414737374166,60.3897701321524,3.15802362795107,14.8803859945053,89.53195,9.00772953033447,16.2978686080168,12013,7.18390804597701,..,105.854051094891,26.9370625997913,1.84837893643447,1575788,13.4116420680625,5.42490848079036,2.03159268395298,35.74,0.0287993795350163,160088,312000,0.922637018907313,0,3.762082183,..,13.2,1859978911.35959,17.3068859759508,55.5689466248403,63.6691526405469,36.939998626709,59.2700004577637,12569,19.2099990844727,27.6499996185303
Andorra,2012,AND,-3.45153545003302,..,..,..,..,..,..,..,..,..,..,..,2.78,..,..,..,..,187.6,..,..,175.376595744681,..,-1.69654318171352,73056,..,..,..,..,..,26905,38320,20.6537142191911,..,..,..,..,..,23.4655355816554,..,..,..,..,6,..,..
Armenia,2012,ARM,6.91369862302516,..,27.7401139314461,3627612270.87474,5131378422.31754,1503766151.44281,53.3791182032983,-473210732.062169,5823562500.21111,31.4596096717627,-2.73245920420123,69.1932646471985,2.96,12.1536039992659,96.41176,3.99360990524292,72.706661599216,16830,23.1617647058824,1062281,101.308008429926,58.2393134184177,0.109435278315406,1823993,16.8322951577777,9.56911001362681,2.55802007757907,50.4,0.0583568200340074,212053,583685,2.85090135940224,3.0115,..,..,13.2,1478940014.08486,18.7149619802881,53.1201618765719,..,56.3699989318848,39.4000015258789,15937,20.0900001525879,36.7700004577637
Austria,2012,AUT,0.222450576943075,1955209022.37904,35.8431450453669,164244304981.84,208352101892.482,44107796910.6422,22.6417649358329,13225677746.2252,250915805937.491,32.5395538505798,0.92362741195376,..,5.21,17.565076422878,88.42921,1.57430005073547,61.9544655879094,27352,12.566510172144,1771680,102.156943771207,36.776020360823,0.511947895650249,4817487,..,..,2.48567562177017,115.63,0.00695066406250393,2130200,3380000,14.5446442544605,322.104,..,4985,13.3,43992169768.7749,7.25862171894017,84.2995772049537,90.6003878073782,86.9300003051758,15.3400001525879,15,2.80999994277954,6.80000019073486
Azerbaijan,2012,AZE,0.816684128241235,28180000,33.7208426982181,9963489000,17393069000,7429580000,33.3377795245492,-812407000,22811490000,13.0493917556578,2.19999906835935,16.4693890701845,2.15442962273605,4.96895131544516,89.29003,6.59257984161377,-328.956795544407,47683,18.0339217722395,2129670,112.460790244138,42.5181683529164,1.78634791175657,5008847,10.0583172853597,10.215,1.06621339720313,31.39,0.0650991772120978,1369594,1724004,8.55945903006787,13.0443,..,2068.1,..,7330045000,14.6031512459931,61.7803794774559,..,33.310001373291,62.5800018310547,15541,6.84000015258789,..
Belarus,2012,BLR,1.84652026755825,106800000,31.5739853239264,45008900000,49075200000,4066300000,19.3935518776283,-1308100000,51441900000,36.8541425866267,10.9000410126169,52.566956138769,4.77,13.8683331624446,94.27956,..,86.5014276765472,87960,9.67462789892696,1887537,46.5593029044007,26.3955342568163,0.5180666800968,7150971,23.6448747089265,22.3,59.2197360232519,46.17,0.00608725984612975,2531842,4407040,2.8334921912754,1.755,..,5462,14,4061200000,7.56280561063823,140.768601103655,24.4293134230567,96,5.73000001907349,6181,..,..
Belgium,2012,BEL,0.11640257847661,2822609814.36105,54.7381031735574,313263677515.01,412521470054.942,99257792539.932,20.3168543543016,29684338021.7122,481084399402.672,22.2426274892657,-0.674804751188148,..,6.1195536868225,19.1008423074016,97.99151,1.13127994537354,73.7040318229552,13320,24.9619482496195,2958802,366.807529722589,18.0212612698916,0.667241432726619,10856360,..,..,2.83966343445897,94.23,0.00995162316004608,3692009,4634782,8.9408963058828,1369.89982037629,80.3770907727,3592,14.2,98966831684.4698,10.0039782338066,178.385944294887,104.028499314949,85.6500015258789,17.5499992370605,91,3.92000007629395,12.3500003814697
Bosnia and Herzegovina,2012,BIH,0.724336968548414,9082194.35673651,41.65879428005,9088623610.85433,9601845431.55979,513221820.705463,27.1475359137993,-332376367.374972,10040398877.8162,40.738514502797,0.61515674961727,74.8926602274107,..,16.853682501706,..,..,32.446098736585,21560,2.35565819861432,..,70.409609375,20.545002254631,-0.849716962669008,1665461,19.0362119592188,3.17733333333333,2.0526745200172,42.19,0.0133034115348951,469397,886313,2.61783203103488,0.000781857938806923,..,1027.054,..,505878444.680203,18.220268004263,88.1530126989393,49.0902635279898,72.6100006103516,27.2800006866455,51815,22.5400009155273,28.5300006866455
Bulgaria,2012,BGR,1.34021710890744,184750000,30.6758173749953,30407630000,34550390000,4142760000,22.2805569234037,-1378130000,36831180000,33.2063648388997,5.36878095685137,95.9870315507679,3.57,14.115070041674,97.18578,2.58026003837585,35.8672954995599,51230,3.21709786276715,1236765,67.2981577008106,23.1974396564401,-0.116335428781667,5331472,13.3823431901327,3.08416666666667,2.95456829831017,93.12,0.0156855061527914,1331746,2132905,8.04178569318111,1.93406,6.7908561715,4070,12.2,4142530000,8.86203054059881,109.383171495309,21.7954053500896,88.4100036621094,14.0900001525879,2143,5.53999996185303,21.5300006866455
Croatia,2012,HRV,-1.97654957124888,307359863.576621,18.3413203323439,19232524954.4951,23250242403.6793,4017717449.18416,23.0517793344204,-1552272121.58887,26407466380.6568,22.3425336946935,-2.35877061632573,..,4.31628355595475,16.361671376596,98.57631,..,51.113909865373,13310,13.8330286410725,..,76.2554141948395,29.0329376114248,0.0263886946453169,2368751,25.4160979878521,1.88166666666667,3.41207349081366,112.87,0.0124050432570872,919222,1743540,11.8120562164676,1.738189,18.6856655967,2723,12.7,3969832276.85623,11.7695698634915,58.0549702646542,83.4505058846426,80.25,21.1299991607666,62606,11.25,16.5900001525879
Cyprus,2012,CYP,-4.90683614356485,127245097.473785,15.2692300346959,8758411288.87452,14284865355.347,5526454066.47245,23.8419353436859,5274931527.6378,33263469576.6176,28.7495732615148,-3.63461479049505,..,6.13516907433547,12.6280608298625,98.17635,1.29749000072479,95.1986462763843,1169,7.68049155145929,..,122.840476190476,..,0.688071135087613,763443,..,..,2.38905410042319,63.89,0.010195387290073,220580,373196,16.591497976322,9.1093,16.5995861445,..,12.1,5453288889.42559,17.4983952247918,36.1750911499062,..,83.4000015258789,21.3799991607666,10,11.4499998092651,15.9799995422363
Czechia,2012,CZE,-0.923734450159557,1042852405.55227,42.1723385184175,127786130885.415,148051587472.855,20265456587.4405,22.0657166365501,-6180626419.76952,167941926240.204,23.8294212381642,2.63474176564496,..,04.09,22.7866291952821,88.25749,0.511229991912842,23.3993144029084,35258.9,9.87035109302546,1247799,136.097177262722,16.2187065343711,0.156317297473518,7693579,13.8015036554198,1.02430263320933,3.28762306610408,45.7,0.00629041885741901,2656980,2117400,18.5808403281215,11.102,..,9468.265,14.5,20189409617.8524,6.03493439737662,142.897758804787,..,81.5899963378906,22.1900005340576,620,3.39000010490417,8.89000034332275
Denmark,2012,DNK,-0.149916088315891,1392512982.15561,28.9796294920783,97155636296.0352,159066051776.275,61910415480.2398,15.7378050249545,5411285380.97363,177978441971.084,48.3860274835036,2.70896702258334,..,6.43243377692666,17.1256468600298,98.23712,0.656140029430389,-8.65371794353392,26240,8.85147977192506,1222732,139.7893,25.0939948380826,0.588807879418738,4872608,5.41206893250736,..,2.39791485664639,58.71,0.00777971295891839,2179545,2299308,15.8260074615706,..,38.7349219847,..,14,61784015653.3086,13.6822134098711,60.3376546779721,..,90.7300033569336,12.6099996566772,6,5.26999998092651,7.34999990463257
Estonia,2012,EST,3.59836215956679,61274606.2872209,37.6165540041469,15440881361.9761,19446204940.1169,4005323578.14089,20.0192798363379,-505876815.3678,21686672546.046,37.2304009275938,9.68814481609625,..,4.35,16.4455665480819,99.62533,..,7.79022379282528,9559,2.61557177615572,..,31.2030195800896,44.0925203177883,-0.34475460828661,899089,..,..,3.93339987296979,83.59,0.0199423807693562,349507,448212,20.567372309684,2.252,11.0499466785,792,12.9,3971468831.56459,9.09234311142852,148.450311563733,13.5521744483716,91.1399993896484,12.4700002670288,455,6.21999979019165,12.1999998092651
Finland,2012,FIN,-1.86559117436354,1774389256.05149,67.8552268790959,73610894452.0814,105096056892.488,31485162440.4064,15.520773020829,3444014949.83219,123909405189.743,20.6681172758752,1.12338387439625,..,6.75,19.0078328485385,99.10306,0.509400010108948,49.0107821085903,22851,4.92206726825267,1166605,17.8155615518773,25.3981534276148,1.10008671573527,4593267,..,..,2.80833622561575,35.73,0.00688303425881646,1647600,889500,10.4735919537867,690.866320824715,15.1673204393,5944,14,31485162440.4064,7.36985775673118,57.8980855353652,..,86.4199981689453,18.0100002288818,5,3.5,8.5600004196167
Georgia,2012,GEO,7.15537825393695,7590401.93,10.1516433696652,7685207565.51,9139051365.07,1453843799.56,17.6359714377568,-751274688.9,10388909020.45,55.3472758513348,10.7944695484128,77.3762673121647,1.76,13.2395168117225,98.77982,0.843729972839355,70.3371527589433,24350,20.4236006051437,1078917,65.238006928164,51.3900188047639,-0.0521900797364174,2099468,21.8722918191654,10.7055201238594,-0.943658853270966,63.42,0.0604055080794761,463052,1275850,2.49354215327287,0.43518,5.3488733379,1577.6,10.8,1375034966.57,15.4344828880074,63.1534779430939,28.7960980339586,43.4700012207031,55.7400016784668,9266,24.1700000762939,32.560001373291
Germany,2012,DEU,0.230160992711959,6396891367.77917,48.5259514660551,1117300176114.33,1412443040342.03,295141567533.946,28.1905984993857,33639173474.0944,1591239736324.51,23.6792696502056,0.101706977645065,..,4.67,17.64271761,88.52846,3.38631010055542,60.6954585991601,166640,18.520905502296,7663849,230.750625466231,5.59989841553499,0.200687484378332,62064608,..,..,2.0084909216701,118.65,0.007083215050869,27956700,50100000,17.2215384293771,7236.98063027006,78.8292260979,33506,12.9,294057442662.33,7.84867659136102,72.4655865440026,..,88.4300003051758,14.3199996948242,174,2.59999990463257,7.09999990463257
Gibraltar,2012,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,0,..,3365.3,..,0.13380712958216,33653,..,..,..,..,..,11979,23108,..,..,3.3233506655,..,..,..,..,..,..,..,..,..,..,..
Greece,2012,GRC,-6.58290444947292,370769831.008551,12.3288462045801,53157220535.2158,69210261885.6176,16053041350.4017,14.7276544256858,-983789755.021679,76692579258.0636,50.8086357804525,-5.51140234717096,..,3.1,17.9493900236885,97.73128,1.50771999359131,60.7516237276127,72830,9.68328141225337,3166719,85.6866640806827,37.2331777404146,-0.07867476103786,8505100,..,..,1.50152696177748,73.01,0.0043718082360523,2689428,5461193,10.1431847796711,2.31403046797287,40.4683344606,2208,11.7,15886223619.8818,12.3053321300578,40.0819227840567,168.027201054784,63.3600006103516,40.2900009155273,48,22.1599998474121,20.1700000762939
Greenland,2012,GRL,1.53697694464276,..,..,..,..,..,..,..,..,..,-30.0048839664109,..,..,..,..,..,..,2434,..,..,0.138409063223292,..,0.382947921390193,48402,..,..,..,..,..,11380,18910,47.2859317488953,..,2.1460085483,..,..,..,19.3315188386356,51.1942579300764,..,..,..,..,..,..
Hungary,2012,HUN,-0.746488355913286,1701009788.05818,51.2604278351323,86152284643.319,101977982214.314,15825697570.9945,11.9147399246443,-2877531842.00942,123443808020.361,23.190979076998,-3.14071018042991,..,4.15404912939313,19.1125172821951,96.1399,3.23654007911682,54.9032905531047,53380,24.9881460407776,1732397,109.580934496852,25.0624899635578,-0.0561159938072453,6912310,23.8198778451325,6.27392469593333,5.65214517088651,56.48,0.0166846368262684,2396035,2960633,21.2196034762564,0.467678756906942,..,7894.8,13.3,15667713413.9307,5.18966206173757,154.237199831766,94.1160293592457,88.2699966430664,14.3500003814697,1085,4.71000003814697,14.7799997329712
Iceland,2012,ISL,0.527304433471059,78598088.3203684,28.6891165253214,4510352934.95802,7250011479.52526,2739658809.58503,28.9105097458795,-4229093310.64079,9404266093.47602,24.378653092486,4.60371074345261,..,8.18039986380619,19.6128010768354,98.24204,1.95600998401642,10.3306966127756,18722,1.0752688172043,..,3.19916209476309,..,0.545808759140286,300190,5.27108913615694,..,5.18589988750705,73.87,0.00815734243531486,113420,180004,15.3935184341565,98.30421,4.9480686309,..,14.2,2726462359.22286,10.3445930386315,66.6779281884635,152.739624546059,87.4300003051758,15.8000001907349,..,2.28999996185303,5.8899998664856
Ireland,2012,IRL,-0.474980680541634,38193322607.8785,65.9973402270209,83528642440.726,195839973220.54,112311330779.814,5.24873541503812,-26152981888.6632,313170938377.466,1.76845688331042,-1.00269603715013,..,6.74,17.9871241575824,99.75201,..,90.4299977611427,45330,22.9195853180163,1125529,66.7663376397155,39.5055111488314,0.747174720500851,2849043,..,..,1.69620897294545,84.59,0.0134701489407412,1112082,2007746,25.5853551721128,123.110099893906,12.0651438684,1919,12.5,112256095323.598,11.8403544786411,79.6206381980716,129.798537045431,83.1699981689453,24.6100006103516,7,7.90999984741211,19.1800003051758
Isle of Man,2012,IMN,7.75437875437544,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,384,..,..,148.305263157895,..,-0.351677636160661,43997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,2012,ITA,-3.24206011995115,5585999530.02788,41.7871567498798,459869161105.001,569332478025.481,109462066675.865,23.9710395547083,6761814775.11469,648723507021.33,22.6719112765545,-8.1194927658748,..,3.90842641599125,18.3493040833173,99.46236,..,78.3338476613038,137290,18.9726662665721,11053838,201.339509262203,9.82747969586636,0.619579150261878,40894259,..,..,3.04136333226773,99.33,0.00275976150403893,13763362,21748814,7.59295961476556,795.11615,62.8792751917,16741.6,12.3,107120092510.549,9.63315699215554,47.4329700348405,..,75.0899963378906,29.5799999237061,65,7.76000022888184,20.9400005340576
Kazakhstan,2012,KAZ,3.33405607044031,152394296,14.2785415311807,46657682104.853,61002231899.7482,14344549794.8951,22.8099949183276,-11855850310.4671,91208863886.2575,19.057488471503,24.8000000002532,75.344720961984,4.13881943021152,13.9065175211581,99.36022,..,-122.882719436998,2170121,7.07351494675619,2264160,6.2199837018928,15.8490625598087,1.53688470149352,9566957,6.50600251817267,..,5.09791484975817,68.57,0.0475382510641747,1637300,4361400,31.0076346888579,53.977,..,14758.9,13.3,14230293694.8951,9.3506629604563,63.849958547404,10.4981138465889,68.6500015258789,31.3899993896484,3567,4.71999979019165,8.02999973297119
Kosovo,2012,XKX,0.805675791559906,405738.348333314,22.8585520010181,2989115254.82868,3494843201.95446,505727947.125775,38.0445001805298,-272880457.037387,3592355515.43685,20.2858350438995,-1.99651974574118,31.4785046457035,..,10.3706746525105,..,..,26.1441990648775,..,3.3210332103321,..,..,..,..,..,12.7016421811577,3.6,2.47673782156539,35.68,..,..,..,..,..,..,..,13.4,490264708.74659,..,..,..,..,..,..,24.3799991607666,35.1300010681152
Kyrgyz Republic,2012,KGZ,-1.73814258426546,7755518,37.1899360679899,5096603192.96284,6419737741.90284,1323134548.94,26.4479057160398,-277059600,6619476015.91814,48.6131530247849,12.3631712929392,93.7849155099127,7.17,11.2977900183162,97.41253,1.25440001487732,57.6974659488081,105913,2.82131661442006,..,29.2346193952033,44.2923254917084,1.86586959396653,1986238,26.0190158707478,2.31594108727335,2.76844236540948,15.62,0.262353553536383,54614,488853,4.78258891603824,0.78235,..,417.2,13.9,1314289645.94,14.5142111869168,110.035518903035,..,63.0200004577637,39.5699996948242,3490,5.55000019073486,62.4599990844727
Latvia,2012,LVA,8.37323229189424,43691573.9981391,26.6276696860206,16087712676.7276,18846564472.3853,2758851795.65755,24.6365658406051,-919475458.849257,20633819396.2935,31.0335545176662,5.24703162263593,..,5.80448810101226,25.0014388558417,97.18176,1.61267995834351,47.0909471372822,18410,12.3032904148784,..,32.691902228936,47.3965460071443,-1.19908775139121,1381242,..,..,2.25778924374594,72.88,0.0349909648090925,476141,476141,11.4063694321973,4.057,7.537202079,1864,12.2,2742137554.6774,13.5921758167086,111.249940646996,..,88.629997253418,13.8100004196167,662,5.86999988555908,14.8900003433228
Liechtenstein,2012,LIE,..,..,..,..,..,..,..,..,..,..,..,..,3.06221621456356,22.9341655480501,98.47929,..,..,54.7,..,..,228.84375,..,0.552856236114457,5260,..,..,..,..,..,14416,18470,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2012,LTU,5.24600245889164,38179826.6160669,19.8952405513435,28927922748.345,33299697545.4545,4371774797.1095,21.1583762808874,-255287867.833416,35841315578.3339,55.0640860404094,5.16969886935381,..,4.29877439348858,13.609898591767,99.34688,..,78.9151079979308,28422,9.50704225352113,..,47.6716501260491,26.3551654490438,-1.15704251361283,1997745,..,..,3.08998277055416,51.83,0.0144798866860992,768861,675394,11.0380711151007,3.056,10.951455898,1767,12.2,4237761679.23704,12.3311522521615,143.442002364962,47.1986083994861,88.9499969482422,13.3000001907349,487,5.15999984741211,11.1700000762939
Luxembourg,2012,LUX,-0.762183409548683,870092007.347259,21.098446150645,25414193974.865,79690161117.8924,54275967143.0274,4.30915054442985,-94508556042.45,344830476834.729,8.18557528238118,1.7603590911246,..,4.41997438304254,14.9236942383399,95.7448,3.72162008285522,96.9960239664435,1314.2,14.922480620155,..,206.235870823396,..,2.78651096329972,473864,..,..,2.66284165508017,100.71,0.0111876944851019,169700,266700,8.68039139994523,4402.974,..,275,11.8,54225552658.3584,10.0305277979336,77.5824786703152,..,91.129997253418,9.51000022888184,..,4.44000005722046,5.8899998664856
Moldova,2012,MDA,-0.576696929507335,18700000,42.7767648846282,4755380000,5667650000,912270000,33.7213763469148,-224600000,5904560000,40.4343012485339,2.73394112600076,55.8877886300648,6.99,9.43808939024556,90.52817,..,92.2474194809244,24600,15.8584534731324,..,99.6430985817333,44.6293453680086,-0.0859172208445729,1216928,26.8996641397125,7.63194796606406,4.54633427355306,38.5,0.0310392379442351,418519,1205768,5.13254701281781,1.07716,0.9128458598,1156.9,13.2,877310000,13.7707807922633,84.6811630771386,20.3471393512104,70.8399963378906,33.4099998474121,6148,4.34000015258789,29.2700004577637
Monaco,2012,MCO,-0.190209494071439,..,..,..,..,..,..,..,..,..,..,..,1.18,..,..,..,..,..,..,..,17986.6798223976,..,1.1975199671187,36459,..,..,..,..,..,16258,45743,..,0,..,..,..,..,..,..,..,..,..,5,..,..
Montenegro,2012,MNE,-2.80561175003068,3078425.55316174,14.5766358671557,2273013418.28364,2706354270.9559,433340852.67226,8.9998355366168,-590272081.65959,2901434439.2736,37.1170038232627,0.640149480037394,148.571151865741,..,9.53239445963745,96.26782,3.82289004325867,33.3185233017961,5130,0.854700854700855,..,46.1413382899628,..,0.597793914643945,402174,..,3.26258333333333,4.14524724981109,69.6,0.011751428573914,87768,169803,10.7846783653116,0,4.1090841527,239.2,9.9,421992692.603809,24.0665397055125,68.6200623169679,..,82.25,21.8500003814697,4052,11.4399995803833,16.9400005340576
Netherlands,2012,NLD,-1.39591933577908,36136892529.0044,65.5408388821958,455256538629.198,599511499610.687,144254960981.489,13.6357082106877,-1729062855.17988,876320170732.266,16.8943938368156,2.18465945423267,..,5.45,16.7552961220399,..,..,16.8524877315142,18417,18.0338374775699,2085039,496.884994068802,7.28305128800423,1.17360740031088,14842886,..,2.73704166666667,2.45554765291609,54.56,0.0109349475539757,6654000,7182000,25.4572076719625,6014.58854749604,79.0659809313,..,13.9,144039045935.208,11.7584779744008,148.082783074758,..,84.6399993896484,18.4699993133545,69,3.73000001907349,4.84999990463257
North Macedonia,2012,MKD,-0.577169122513965,33907240,58.6921524783145,5548963248.16329,6522526267.31753,973563019.154241,11.4390693574975,-165503585.327562,6922305203.90944,37.8460873911467,8.23907750264161,67.8550052267676,3.26865212268744,19.8622610698062,89.71004,7.79751014709473,48.50088880244,12670,3.85925085130533,..,81.72260111023,45.5481747044899,0.179373617781445,1177371,24.7560735309105,5.16922182642368,3.31605566687646,49.65,0.0128106134623007,312272,408318,4.07043059069622,..,..,699,11.1,941026239.154241,12.9697239604077,108.124458402882,..,73.1600036621094,29.0300006866455,7582,26.0300006866455,24.7999992370605
Norway,2012,NOR,1.36298487268812,587756889.122574,39.6413583313955,87798690551.8919,140255088929.922,52456398378.03,31.6506771844164,-530635440.893499,178544649402.938,24.9362348068139,2.85716858566609,..,6.81,15.4355413505837,99.68671,..,-584.362913455959,9928,2.93619424054207,926833,13.7403297521657,23.121489521733,1.83939976623181,4008535,0.854689636724092,..,0.696864111498241,52.73,0.00548196069400769,1857724,1396016,21.1239582131341,..,10.2577789151,..,14.4,52327787391.6469,9.03285628799883,48.7257942924772,..,93.0599975585938,9.51000022888184,5,1.36000001430511,5.15999984741211
Poland,2012,POL,1.32513854853551,2332000000,44.688241909284,192966000000,224890000000,31924000000,26.7510337050495,-6031000000,255559000000,18.0741761684,-0.362190762353833,..,4.83,11.5488483174792,95.57338,4.0233998298645,26.9765492114964,145290,16.0457196803668,1712984,124.300058781268,7.41974504859502,-0.207759736934845,23086831,16.9374652362315,..,3.56037151702788,56.24,0.00382849185143546,6887676,5950896,7.80999839367347,91.8311627817047,37.6722641884,19617,12.5,31793000000,8.30836954345752,77.1145086181089,..,77.6100006103516,24.9799995422363,1638,6.21999979019165,11.8199996948242
Portugal,2012,PRT,-3.66753141566937,505194156.563277,28.3243826449722,68976872164.339,82569156655.3383,13593565911.9664,27.8266039064355,-16850416516.889,99887886835.3847,28.4284066506087,-6.27645546262782,..,4.53691084158097,18.35063424,99.11596,..,78.0427158868151,36644.1,6.52650021901007,4130774,114.803406485424,43.7317714673044,0.564237547728676,6494283,..,..,2.77333854051579,184.92,0.010806929410035,2390778,4558075,4.4928909511539,320.824462,43.896408517,2541.254,12.1,13489251037.4317,15.0810687925219,60.3627972752401,..,77.9100036621094,26.2099990844727,32,11.960000038147,13.9099998474121
Romania,2012,ROU,2.49594029830753,452525195.664416,59.3160811461266,63157011998.9712,72665555343.1476,9508543344.17641,19.2663358479306,-3255018087.08516,78426519110.906,17.9388236704394,-1.81614996358036,72.0598423922878,2.81,18.704145567764,94.38487,3.59309005737305,22.164301887136,137330,10.965526014502,1876867,87.201265107382,17.3364631700136,-0.419233409344486,10826124,21.1294612668646,5.505,3.33492267693443,65.03,0.0335366056122208,3541340,4650000,8.17987953253486,5.622633,22.1899211158,10777,11.5,9386238649.78021,8.10183521379841,75.0416946561764,42.3994409589335,66.6399993896484,33.3400001525879,2802,5.40000009536743,16.8099994659424
Russian Federation,2012,RUS,3.84915193512856,7629280000,49.2037057415124,335771210000,444697740000,108926530000,39.2904281445484,-1765140000,560117020000,15.0950553552013,9.68134357550305,27.647701313218,3.55964131132443,10.3461814135981,97.34299,..,-77.8561096295228,2154940,7.89582285500574,31666525,8.74414469920076,11.0712699846963,0.248292323389437,105669982,8.84468698645003,5.53333333333333,5.0747430079915,142.14,0.0373636032899575,20923296,42168388,9.05646503219292,4132.144,46.001104389,85248,10.3,106716810000,12.3486035613666,39.1569829694259,8.55140859340356,93.129997253418,7.69999980926514,110587,5.1100001335144,11.9899997711182
San Marino,2012,SMR,-8.34173556496606,..,..,..,..,..,..,..,..,..,..,..,3.55096,..,..,..,..,10,..,..,535.05,..,1.62615828301483,30874,..,1.255,2.82733224222587,..,..,9902,18700,..,..,..,..,..,..,..,..,51.2177218791033,..,..,..,..,..
