Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23139","Sylviculture, Capital (Administrations Publiques)","2017","2017","millions","0.133591","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23139","Sylviculture, Capital (Administrations Publiques)","2018","2018","millions","0.106043","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2016","2016","millions","0.327545","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2017","2017","millions","0.229429","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2018","2018","millions","0.232422","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2019","2019","millions","0.173379","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2016","2016","millions","0.323254","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2017","2017","millions","0.212004","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2018","2018","millions","0.175769","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2019","2019","millions","0.173379","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23142","Pêche, Capital (Administrations Publiques)","2016","2016","millions","0.004291","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23142","Pêche, Capital (Administrations Publiques)","2017","2017","millions","0.017425","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23142","Pêche, Capital (Administrations Publiques)","2018","2018","millions","0.056653","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2016","2016","millions","0.533512","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2017","2017","millions","0.696999","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2018","2018","millions","0.589771","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2019","2019","millions","0.57172","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","13.373561","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","11.936108","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","13.980179","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","417","Kirghizistan","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","11.443007","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","139.661156","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","162.124067","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","155.524497","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","198.079269","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","2.731078","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","3.425494","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","3.406371","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","296","Kiribati","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","3.326865","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","53167.061807","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","67201.965594","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","73231.741789","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","79013.893175","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","326.407742","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","234.231149","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","414","Koweït","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","92.176593","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","10485.422199","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","11793.046819","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","13546.752803","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","13093.977264","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","114.780938","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","134.14738","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","140.533587","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","142.274015","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","100.998288","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","126.309652","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2018","2018","millions","134.428052","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","137.135627","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","13.78265","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","7.839987","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2018","2018","millions","6.105535","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","5.138388","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","148.954389","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","165.475699","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","199.026264","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","428","Lettonie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","198.337299","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","14705.748212","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","15838.588936","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","18179.269224","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","18917.443832","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","315.610335","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","292.286704","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","279.511945","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","269.100605","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","306.560355","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","275.744104","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2018","2018","millions","261.169632","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","254.582215","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","9.04998","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","16.542599","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2018","2018","millions","18.342314","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","14.518389","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","205.672084","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","197.375975","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","168.454475","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","440","Lituanie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","194.618225","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","24897.715625","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","27122.128108","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","30029.631247","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","30088.063187","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","170.233454","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","180.219197","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","225.764721","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","215.92489","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","442.148792","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","536.454612","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","626.419933","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","442","Luxembourg","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","619.74928","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","807","Macédoine du Nord","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","3546.570647","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","807","Macédoine du Nord","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","3819.925898","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","807","Macédoine du Nord","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","3991.747128","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","807","Macédoine du Nord","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","4224.855862","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","807","Macédoine du Nord","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","192.912469","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2016","2016","millions","75.838344","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2017","2017","millions","121.81946","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2018","2018","millions","114.633763","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2016","2016","millions","4.42079","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2017","2017","millions","4.873817","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2018","2018","millions","5.716467","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23136","Agriculture, Capital (Administrations Publiques)","2016","2016","millions","71.417554","E","Valeur estimée","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23136","Agriculture, Capital (Administrations Publiques)","2017","2017","millions","116.945642","E","Valeur estimée","Consolidated General Government Expenditure"
"IG","Dépenses publiques","450","Madagascar","6110","Valeur US $","23136","Agriculture, Capital (Administrations Publiques)","2018","2018","millions","108.917296","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","4203.386296","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","4599.401436","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","5403.745689","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","5586.047483","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","53.111175","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","50.399106","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","68.930449","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","58.047192","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","50.949844","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","49.836763","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2018","2018","millions","63.430643","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","53.589462","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","2.16133","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","0.562342","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2018","2018","millions","5.499806","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","4.45773","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","113.717082","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","121.667213","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","184.521923","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","470","Malte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","217.381589","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","3028.238515","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","3579.337561","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","3561.66521","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","3622.113094","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","72.807059","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","80.852266","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","70.025299","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","87.090094","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","70.710161","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","77.992754","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2018","2018","millions","66.622562","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","79.905395","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","2.099711","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","2.859512","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2018","2018","millions","3.402737","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","7.184699","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2016","2016","millions","58.512375","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2017","2017","millions","65.029246","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2018","2018","millions","60.577673","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2019","2019","millions","70.818491","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","480","Maurice","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2016","2016","millions","57.13372","A","Chiffre officiel","Consolidated General Government Expenditure"
